target,location,truth_date,year_week,value
hospital admissions,DE,2021-11-28,2021-W47,10491
hospital admissions,DE,2021-11-21,2021-W46,10037
hospital admissions,DE,2021-11-14,2021-W45,8542
hospital admissions,DE,2021-11-07,2021-W44,7292
hospital admissions,DE,2021-10-31,2021-W43,6328
hospital admissions,DE,2021-10-24,2021-W42,4701
hospital admissions,DE,2021-10-17,2021-W41,3539
hospital admissions,DE,2021-10-10,2021-W40,2911
hospital admissions,DE,2021-10-03,2021-W39,2690
hospital admissions,DE,2021-09-26,2021-W38,2602
hospital admissions,DE,2021-09-19,2021-W37,2899
hospital admissions,DE,2021-09-12,2021-W36,3301
hospital admissions,DE,2021-09-05,2021-W35,3234
hospital admissions,DE,2021-08-29,2021-W34,3028
hospital admissions,DE,2021-08-22,2021-W33,2411
hospital admissions,DE,2021-08-15,2021-W32,1764
hospital admissions,DE,2021-08-08,2021-W31,1085
hospital admissions,DE,2021-08-01,2021-W30,848
hospital admissions,DE,2021-07-25,2021-W29,580
hospital admissions,DE,2021-07-18,2021-W28,468
hospital admissions,DE,2021-07-11,2021-W27,373
hospital admissions,DE,2021-07-04,2021-W26,353
hospital admissions,DE,2021-06-27,2021-W25,398
hospital admissions,DE,2021-06-20,2021-W24,566
hospital admissions,DE,2021-06-13,2021-W23,844
hospital admissions,DE,2021-06-06,2021-W22,1202
hospital admissions,DE,2021-05-30,2021-W21,1762
hospital admissions,DE,2021-05-23,2021-W20,2959
hospital admissions,DE,2021-05-16,2021-W19,4139
hospital admissions,DE,2021-05-09,2021-W18,5470
hospital admissions,DE,2021-05-02,2021-W17,6838
hospital admissions,DE,2021-04-25,2021-W16,7659
hospital admissions,DE,2021-04-18,2021-W15,7594
hospital admissions,DE,2021-04-11,2021-W14,7578
hospital admissions,DE,2021-04-04,2021-W13,7126
hospital admissions,DE,2021-03-28,2021-W12,6727
hospital admissions,DE,2021-03-21,2021-W11,5674
hospital admissions,DE,2021-03-14,2021-W10,4907
hospital admissions,DE,2021-03-07,2021-W09,4447
hospital admissions,DE,2021-02-28,2021-W08,4530
hospital admissions,DE,2021-02-21,2021-W07,4690
hospital admissions,DE,2021-02-14,2021-W06,5050
hospital admissions,DE,2021-02-07,2021-W05,6308
hospital admissions,DE,2021-01-31,2021-W04,7321
hospital admissions,DE,2021-01-24,2021-W03,8780
hospital admissions,DE,2021-01-17,2021-W02,9338
hospital admissions,DE,2021-01-10,2021-W01,10726
hospital admissions,DE,2021-01-03,2020-W53,11167
hospital admissions,DE,2020-12-27,2020-W52,11151
hospital admissions,DE,2020-12-20,2020-W51,11885
hospital admissions,DE,2020-12-13,2020-W50,11331
hospital admissions,DE,2020-12-06,2020-W49,10246
hospital admissions,DE,2020-11-29,2020-W48,8981
hospital admissions,DE,2020-11-22,2020-W47,8376
hospital admissions,DE,2020-11-15,2020-W46,7967
hospital admissions,DE,2020-11-08,2020-W45,7187
hospital admissions,DE,2020-11-01,2020-W44,6287
hospital admissions,DE,2020-10-25,2020-W43,4430
hospital admissions,DE,2020-10-18,2020-W42,2717
hospital admissions,DE,2020-10-11,2020-W41,1834
hospital admissions,DE,2020-10-04,2020-W40,1121
hospital admissions,DE,2020-09-27,2020-W39,831
hospital admissions,DE,2020-09-20,2020-W38,754
hospital admissions,DE,2020-09-13,2020-W37,515
hospital admissions,DE,2020-09-06,2020-W36,461
hospital admissions,DE,2020-08-30,2020-W35,399
hospital admissions,DE,2020-08-23,2020-W34,448
hospital admissions,DE,2020-08-16,2020-W33,449
hospital admissions,DE,2020-08-09,2020-W32,403
hospital admissions,DE,2020-08-02,2020-W31,415
hospital admissions,DE,2020-07-26,2020-W30,363
hospital admissions,DE,2020-07-19,2020-W29,329
hospital admissions,DE,2020-07-12,2020-W28,283
hospital admissions,DE,2020-07-05,2020-W27,270
hospital admissions,DE,2020-06-28,2020-W26,296
hospital admissions,DE,2020-06-21,2020-W25,322
hospital admissions,GR,2025-04-06,2025-W14,56
hospital admissions,GR,2025-03-30,2025-W13,83
hospital admissions,GR,2025-03-23,2025-W12,90
hospital admissions,GR,2025-03-16,2025-W11,90
hospital admissions,GR,2025-03-09,2025-W10,90
hospital admissions,GR,2025-03-02,2025-W09,153
hospital admissions,GR,2025-02-23,2025-W08,126
hospital admissions,GR,2025-02-16,2025-W07,170
hospital admissions,GR,2025-02-09,2025-W06,188
hospital admissions,GR,2025-02-02,2025-W05,234
hospital admissions,GR,2025-01-26,2025-W04,382
hospital admissions,GR,2025-01-19,2025-W03,418
hospital admissions,GR,2025-01-12,2025-W02,648
hospital admissions,GR,2025-01-05,2025-W01,538
hospital admissions,GR,2024-12-29,2024-W52,515
hospital admissions,GR,2024-12-22,2024-W51,532
hospital admissions,GR,2024-12-15,2024-W50,514
hospital admissions,GR,2024-12-08,2024-W49,632
hospital admissions,GR,2024-12-01,2024-W48,577
hospital admissions,GR,2024-11-24,2024-W47,614
hospital admissions,GR,2024-11-17,2024-W46,531
hospital admissions,GR,2024-11-10,2024-W45,538
hospital admissions,GR,2024-11-03,2024-W44,547
hospital admissions,GR,2024-10-27,2024-W43,538
hospital admissions,GR,2024-10-20,2024-W42,580
hospital admissions,GR,2024-10-13,2024-W41,709
hospital admissions,GR,2024-10-06,2024-W40,613
hospital admissions,GR,2024-09-29,2024-W39,672
hospital admissions,GR,2024-09-22,2024-W38,509
hospital admissions,GR,2024-09-15,2024-W37,595
hospital admissions,GR,2024-09-08,2024-W36,594
hospital admissions,GR,2024-09-01,2024-W35,673
hospital admissions,GR,2024-08-25,2024-W34,815
hospital admissions,GR,2024-08-18,2024-W33,771
hospital admissions,GR,2024-08-11,2024-W32,817
hospital admissions,GR,2024-08-04,2024-W31,833
hospital admissions,GR,2024-07-28,2024-W30,923
hospital admissions,GR,2024-07-21,2024-W29,788
hospital admissions,GR,2024-07-14,2024-W28,669
hospital admissions,GR,2024-07-07,2024-W27,575
hospital admissions,GR,2024-06-30,2024-W26,472
hospital admissions,GR,2024-06-23,2024-W25,487
hospital admissions,GR,2024-06-16,2024-W24,324
hospital admissions,GR,2024-06-09,2024-W23,235
hospital admissions,GR,2024-06-02,2024-W22,153
hospital admissions,GR,2024-05-26,2024-W21,158
hospital admissions,GR,2024-05-19,2024-W20,117
hospital admissions,GR,2024-05-12,2024-W19,78
hospital admissions,GR,2024-05-05,2024-W18,82
hospital admissions,GR,2024-04-28,2024-W17,83
hospital admissions,GR,2024-04-21,2024-W16,81
hospital admissions,GR,2024-04-14,2024-W15,66
hospital admissions,GR,2024-04-07,2024-W14,77
hospital admissions,GR,2024-03-31,2024-W13,79
hospital admissions,GR,2024-03-24,2024-W12,104
hospital admissions,GR,2024-03-17,2024-W11,127
hospital admissions,GR,2024-03-10,2024-W10,143
hospital admissions,GR,2024-03-03,2024-W09,208
hospital admissions,GR,2024-02-25,2024-W08,298
hospital admissions,GR,2024-02-18,2024-W07,300
hospital admissions,GR,2024-02-11,2024-W06,446
hospital admissions,GR,2024-02-04,2024-W05,439
hospital admissions,GR,2024-01-28,2024-W04,546
hospital admissions,GR,2024-01-21,2024-W03,842
hospital admissions,GR,2024-01-14,2024-W02,1162
hospital admissions,GR,2024-01-07,2024-W01,1679
hospital admissions,GR,2023-12-31,2023-W52,1818
hospital admissions,GR,2023-12-24,2023-W51,1496
hospital admissions,GR,2023-12-17,2023-W50,1373
hospital admissions,GR,2023-12-10,2023-W49,1176
hospital admissions,GR,2023-12-03,2023-W48,991
hospital admissions,GR,2023-11-26,2023-W47,838
hospital admissions,GR,2023-11-19,2023-W46,787
hospital admissions,GR,2023-11-12,2023-W45,793
hospital admissions,GR,2023-11-05,2023-W44,781
hospital admissions,GR,2023-10-29,2023-W43,903
hospital admissions,GR,2023-10-22,2023-W42,1065
hospital admissions,GR,2023-10-15,2023-W41,1082
hospital admissions,GR,2023-10-08,2023-W40,974
hospital admissions,GR,2023-10-01,2023-W39,868
hospital admissions,GR,2023-09-24,2023-W38,869
hospital admissions,GR,2023-09-17,2023-W37,733
hospital admissions,GR,2023-09-10,2023-W36,688
hospital admissions,GR,2023-09-03,2023-W35,622
hospital admissions,GR,2023-08-27,2023-W34,629
hospital admissions,GR,2023-08-20,2023-W33,641
hospital admissions,GR,2023-08-13,2023-W32,563
hospital admissions,GR,2023-08-06,2023-W31,469
hospital admissions,GR,2023-07-30,2023-W30,321
hospital admissions,GR,2023-07-23,2023-W29,306
hospital admissions,GR,2023-07-16,2023-W28,226
hospital admissions,GR,2023-07-09,2023-W27,198
hospital admissions,GR,2023-07-02,2023-W26,182
hospital admissions,GR,2023-06-25,2023-W25,211
hospital admissions,GR,2023-06-18,2023-W24,225
hospital admissions,GR,2023-06-11,2023-W23,356
hospital admissions,GR,2023-06-04,2023-W22,486
hospital admissions,GR,2023-05-28,2023-W21,629
hospital admissions,GR,2023-05-21,2023-W20,636
hospital admissions,GR,2023-05-14,2023-W19,557
hospital admissions,GR,2023-05-07,2023-W18,636
hospital admissions,GR,2023-04-30,2023-W17,732
hospital admissions,GR,2023-04-23,2023-W16,813
hospital admissions,GR,2023-04-16,2023-W15,708
hospital admissions,GR,2023-04-09,2023-W14,666
hospital admissions,GR,2023-04-02,2023-W13,667
hospital admissions,GR,2023-03-26,2023-W12,691
hospital admissions,GR,2023-03-19,2023-W11,715
hospital admissions,GR,2023-03-12,2023-W10,771
hospital admissions,GR,2023-03-05,2023-W09,925
hospital admissions,GR,2023-02-26,2023-W08,1063
hospital admissions,GR,2023-02-19,2023-W07,951
hospital admissions,GR,2023-02-12,2023-W06,854
hospital admissions,GR,2023-02-05,2023-W05,964
hospital admissions,GR,2023-01-29,2023-W04,1112
hospital admissions,GR,2023-01-22,2023-W03,1535
hospital admissions,GR,2023-01-15,2023-W02,1748
hospital admissions,GR,2023-01-08,2023-W01,1632
hospital admissions,GR,2023-01-01,2022-W52,1519
hospital admissions,GR,2022-12-25,2022-W51,1250
hospital admissions,GR,2022-12-18,2022-W50,1349
hospital admissions,GR,2022-12-11,2022-W49,1434
hospital admissions,GR,2022-12-04,2022-W48,1191
hospital admissions,GR,2022-11-27,2022-W47,1287
hospital admissions,GR,2022-11-20,2022-W46,1360
hospital admissions,GR,2022-11-13,2022-W45,1292
hospital admissions,GR,2022-11-06,2022-W44,1461
hospital admissions,GR,2022-10-30,2022-W43,1325
hospital admissions,GR,2022-10-23,2022-W42,1294
hospital admissions,GR,2022-10-16,2022-W41,1355
hospital admissions,GR,2022-10-09,2022-W40,1108
hospital admissions,GR,2022-10-02,2022-W39,1074
hospital admissions,GR,2022-09-25,2022-W38,820
hospital admissions,GR,2022-09-18,2022-W37,821
hospital admissions,GR,2022-09-11,2022-W36,792
hospital admissions,GR,2022-09-04,2022-W35,983
hospital admissions,GR,2022-08-28,2022-W34,1188
hospital admissions,GR,2022-08-21,2022-W33,1531
hospital admissions,GR,2022-08-14,2022-W32,1958
hospital admissions,GR,2022-08-07,2022-W31,2353
hospital admissions,GR,2022-07-31,2022-W30,2570
hospital admissions,GR,2022-07-24,2022-W29,2805
hospital admissions,GR,2022-07-17,2022-W28,2603
hospital admissions,GR,2022-07-10,2022-W27,2293
hospital admissions,GR,2022-07-03,2022-W26,1962
hospital admissions,GR,2022-06-26,2022-W25,1362
hospital admissions,GR,2022-06-19,2022-W24,946
hospital admissions,GR,2022-06-12,2022-W23,674
hospital admissions,GR,2022-06-05,2022-W22,600
hospital admissions,GR,2022-05-29,2022-W21,623
hospital admissions,GR,2022-05-22,2022-W20,679
hospital admissions,GR,2022-05-15,2022-W19,776
hospital admissions,GR,2022-05-08,2022-W18,919
hospital admissions,GR,2022-05-01,2022-W17,1206
hospital admissions,GR,2022-04-24,2022-W16,1318
hospital admissions,GR,2022-04-17,2022-W15,1724
hospital admissions,GR,2022-04-10,2022-W14,2482
hospital admissions,GR,2022-04-03,2022-W13,3082
hospital admissions,GR,2022-03-27,2022-W12,2822
hospital admissions,GR,2022-03-20,2022-W11,2360
hospital admissions,GR,2022-03-13,2022-W10,1985
hospital admissions,GR,2022-03-06,2022-W09,1986
hospital admissions,GR,2022-02-27,2022-W08,2190
hospital admissions,GR,2022-02-20,2022-W07,2532
hospital admissions,GR,2022-02-13,2022-W06,2841
hospital admissions,GR,2022-02-06,2022-W05,3278
hospital admissions,GR,2022-01-30,2022-W04,3045
hospital admissions,GR,2022-01-23,2022-W03,3440
hospital admissions,GR,2022-01-16,2022-W02,3911
hospital admissions,GR,2022-01-09,2022-W01,3993
hospital admissions,GR,2022-01-02,2021-W52,2895
hospital admissions,GR,2021-12-26,2021-W51,2222
hospital admissions,GR,2021-12-19,2021-W50,2344
hospital admissions,GR,2021-12-12,2021-W49,2752
hospital admissions,GR,2021-12-05,2021-W48,3039
hospital admissions,GR,2021-11-28,2021-W47,3323
hospital admissions,GR,2021-11-21,2021-W46,3181
hospital admissions,GR,2021-11-14,2021-W45,2873
hospital admissions,GR,2021-11-07,2021-W44,2519
hospital admissions,GR,2021-10-31,2021-W43,1940
hospital admissions,GR,2021-10-24,2021-W42,1586
hospital admissions,GR,2021-10-17,2021-W41,1427
hospital admissions,GR,2021-10-10,2021-W40,1302
hospital admissions,GR,2021-10-03,2021-W39,1131
hospital admissions,GR,2021-09-26,2021-W38,1334
hospital admissions,GR,2021-09-19,2021-W37,1334
hospital admissions,GR,2021-09-12,2021-W36,1456
hospital admissions,GR,2021-09-05,2021-W35,1621
hospital admissions,GR,2021-08-29,2021-W34,1848
hospital admissions,GR,2021-08-22,2021-W33,1830
hospital admissions,GR,2021-08-15,2021-W32,1633
hospital admissions,GR,2021-08-08,2021-W31,1374
hospital admissions,GR,2021-08-01,2021-W30,1211
hospital admissions,GR,2021-07-25,2021-W29,1115
hospital admissions,GR,2021-07-18,2021-W28,807
hospital admissions,GR,2021-07-11,2021-W27,439
hospital admissions,GR,2021-07-04,2021-W26,268
hospital admissions,GR,2021-06-27,2021-W25,343
hospital admissions,GR,2021-06-20,2021-W24,453
hospital admissions,GR,2021-06-13,2021-W23,739
hospital admissions,GR,2021-06-06,2021-W22,1111
hospital admissions,GR,2021-05-30,2021-W21,1424
hospital admissions,GR,2021-05-23,2021-W20,1890
hospital admissions,GR,2021-05-16,2021-W19,2193
hospital admissions,GR,2021-05-09,2021-W18,2642
hospital admissions,GR,2021-05-02,2021-W17,3018
hospital admissions,GR,2021-04-25,2021-W16,3306
hospital admissions,GR,2021-04-18,2021-W15,3585
hospital admissions,GR,2021-04-11,2021-W14,3750
hospital admissions,GR,2021-04-04,2021-W13,3475
hospital admissions,GR,2021-03-28,2021-W12,3129
hospital admissions,GR,2021-03-21,2021-W11,3307
hospital admissions,GR,2021-03-14,2021-W10,3169
hospital admissions,GR,2021-03-07,2021-W09,2572
hospital admissions,GR,2021-02-28,2021-W08,1999
hospital admissions,GR,2021-02-21,2021-W07,1527
hospital admissions,GR,2021-02-14,2021-W06,1440
hospital admissions,GR,2021-02-07,2021-W05,1224
hospital admissions,GR,2021-01-31,2021-W04,931
hospital admissions,GR,2021-01-24,2021-W03,724
hospital admissions,GR,2021-01-17,2021-W02,931
hospital admissions,GR,2021-01-10,2021-W01,856
hospital admissions,GR,2021-01-03,2020-W53,1000
hospital admissions,GR,2020-12-27,2020-W52,1019
hospital admissions,GR,2020-12-20,2020-W51,1522
hospital admissions,GR,2020-12-13,2020-W50,1933
hospital admissions,GR,2020-12-06,2020-W49,2406
hospital admissions,GR,2020-11-29,2020-W48,2870
hospital admissions,GR,2020-11-22,2020-W47,3190
hospital admissions,GR,2020-11-15,2020-W46,2759
hospital admissions,GR,2020-11-08,2020-W45,1717
hospital admissions,GR,2020-11-01,2020-W44,955
hospital admissions,GR,2020-10-25,2020-W43,590
hospital admissions,GR,2020-10-18,2020-W42,419
hospital admissions,GR,2020-10-11,2020-W41,370
hospital admissions,GR,2020-10-04,2020-W40,398
hospital admissions,GR,2020-09-27,2020-W39,335
hospital admissions,GR,2020-09-20,2020-W38,342
hospital admissions,GR,2020-09-13,2020-W37,260
hospital admissions,GR,2020-09-06,2020-W36,209
hospital admissions,HU,2025-02-09,2025-W06,6
hospital admissions,HU,2025-02-02,2025-W05,2
hospital admissions,HU,2025-01-26,2025-W04,13
hospital admissions,HU,2025-01-19,2025-W03,18
hospital admissions,HU,2025-01-12,2025-W02,21
hospital admissions,HU,2025-01-05,2025-W01,20
hospital admissions,HU,2024-12-22,2024-W51,16
hospital admissions,HU,2024-12-15,2024-W50,21
hospital admissions,HU,2024-12-08,2024-W49,21
hospital admissions,HU,2024-12-01,2024-W48,25
hospital admissions,HU,2024-11-24,2024-W47,22
hospital admissions,HU,2024-11-17,2024-W46,24
hospital admissions,HU,2024-11-10,2024-W45,37
hospital admissions,HU,2024-11-03,2024-W44,51
hospital admissions,HU,2024-10-27,2024-W43,52
hospital admissions,HU,2024-10-20,2024-W42,92
hospital admissions,HU,2024-10-13,2024-W41,103
hospital admissions,HU,2024-10-06,2024-W40,116
hospital admissions,HU,2024-09-29,2024-W39,120
hospital admissions,HU,2024-09-22,2024-W38,72
hospital admissions,HU,2024-09-15,2024-W37,53
hospital admissions,HU,2024-09-08,2024-W36,49
hospital admissions,HU,2024-09-01,2024-W35,24
hospital admissions,HU,2024-08-25,2024-W34,17
hospital admissions,HU,2024-08-18,2024-W33,21
hospital admissions,HU,2024-08-11,2024-W32,21
hospital admissions,HU,2024-08-04,2024-W31,20
hospital admissions,HU,2024-07-28,2024-W30,10
hospital admissions,HU,2024-07-21,2024-W29,4
hospital admissions,HU,2024-07-14,2024-W28,7
hospital admissions,HU,2024-07-07,2024-W27,6
hospital admissions,HU,2024-06-30,2024-W26,0
hospital admissions,HU,2024-06-23,2024-W25,1
hospital admissions,HU,2024-06-16,2024-W24,0
hospital admissions,HU,2024-06-09,2024-W23,0
hospital admissions,HU,2024-06-02,2024-W22,0
hospital admissions,HU,2024-05-26,2024-W21,1
hospital admissions,HU,2024-05-12,2024-W19,1
hospital admissions,HU,2024-05-05,2024-W18,1
hospital admissions,HU,2024-04-28,2024-W17,2
hospital admissions,HU,2024-04-21,2024-W16,2
hospital admissions,HU,2024-04-14,2024-W15,2
hospital admissions,HU,2024-04-07,2024-W14,3
hospital admissions,HU,2024-03-31,2024-W13,9
hospital admissions,HU,2024-03-24,2024-W12,4
hospital admissions,HU,2024-03-17,2024-W11,2
hospital admissions,HU,2024-03-10,2024-W10,6
hospital admissions,HU,2024-03-03,2024-W09,10
hospital admissions,HU,2024-02-25,2024-W08,27
hospital admissions,HU,2024-02-18,2024-W07,20
hospital admissions,HU,2024-02-11,2024-W06,26
hospital admissions,HU,2024-02-04,2024-W05,59
hospital admissions,HU,2024-01-28,2024-W04,41
hospital admissions,HU,2024-01-21,2024-W03,101
hospital admissions,HU,2024-01-14,2024-W02,78
hospital admissions,HU,2024-01-07,2024-W01,98
hospital admissions,HU,2023-12-24,2023-W51,168
hospital admissions,HU,2023-12-17,2023-W50,247
hospital admissions,HU,2023-12-10,2023-W49,182
hospital admissions,HU,2023-12-03,2023-W48,191
hospital admissions,HU,2023-11-26,2023-W47,149
hospital admissions,HU,2023-11-19,2023-W46,110
hospital admissions,HU,2023-11-12,2023-W45,113
hospital admissions,HU,2023-11-05,2023-W44,102
hospital admissions,HU,2023-10-29,2023-W43,113
hospital admissions,HU,2023-10-22,2023-W42,111
hospital admissions,HU,2023-10-15,2023-W41,110
hospital admissions,HU,2023-10-08,2023-W40,103
hospital admissions,HU,2023-05-21,2023-W20,22
hospital admissions,HU,2023-05-14,2023-W19,33
hospital admissions,HU,2023-05-07,2023-W18,50
hospital admissions,HU,2023-04-30,2023-W17,59
hospital admissions,HU,2023-04-23,2023-W16,43
hospital admissions,HU,2023-04-16,2023-W15,65
hospital admissions,HU,2023-04-09,2023-W14,42
hospital admissions,HU,2023-04-02,2023-W13,65
hospital admissions,HU,2023-03-26,2023-W12,54
hospital admissions,HU,2023-03-19,2023-W11,87
hospital admissions,HU,2023-03-12,2023-W10,46
hospital admissions,HU,2023-03-05,2023-W09,55
hospital admissions,HU,2023-02-26,2023-W08,59
hospital admissions,HU,2023-02-19,2023-W07,31
hospital admissions,HU,2023-02-12,2023-W06,48
hospital admissions,HU,2023-02-05,2023-W05,31
hospital admissions,HU,2023-01-29,2023-W04,39
hospital admissions,HU,2023-01-22,2023-W03,38
hospital admissions,HU,2023-01-15,2023-W02,52
hospital admissions,HU,2023-01-08,2023-W01,100
hospital admissions,IS,2023-04-23,2023-W16,3
hospital admissions,IS,2023-04-02,2023-W13,8
hospital admissions,IS,2023-03-26,2023-W12,8
hospital admissions,IS,2023-03-19,2023-W11,9
