target,location,truth_date,year_week,value,data_source
hospital admissions,FR,2023-04-16,2023-W15,2741,ERVISS
hospital admissions,FR,2023-04-09,2023-W14,2647,ERVISS
hospital admissions,FR,2023-04-02,2023-W13,2722,ERVISS
hospital admissions,FR,2023-03-26,2023-W12,2817,ERVISS
hospital admissions,FR,2023-03-19,2023-W11,2256,ERVISS
hospital admissions,FR,2023-03-12,2023-W10,2190,ERVISS
hospital admissions,FR,2023-03-05,2023-W09,1755,ERVISS
hospital admissions,FR,2023-02-26,2023-W08,1864,ERVISS
hospital admissions,FR,2023-02-19,2023-W07,1722,ERVISS
hospital admissions,FR,2023-02-12,2023-W06,1728,ERVISS
hospital admissions,FR,2023-02-05,2023-W05,1835,ERVISS
hospital admissions,FR,2023-01-29,2023-W04,1832,ERVISS
hospital admissions,FR,2023-01-22,2023-W03,2295,ERVISS
hospital admissions,FR,2023-01-15,2023-W02,3526,ERVISS
hospital admissions,FR,2023-01-08,2023-W01,5409,ERVISS
hospital admissions,FR,2023-01-01,2022-W52,7138,ERVISS
hospital admissions,FR,2022-12-25,2022-W51,9721,ERVISS
hospital admissions,FR,2022-12-18,2022-W50,10155,ERVISS
hospital admissions,FR,2022-12-11,2022-W49,9025,ERVISS
hospital admissions,FR,2022-12-04,2022-W48,7208,ERVISS
hospital admissions,FR,2022-11-27,2022-W47,5524,ERVISS
hospital admissions,FR,2022-11-20,2022-W46,5273,ERVISS
hospital admissions,FR,2022-11-13,2022-W45,3973,ERVISS
hospital admissions,FR,2022-11-06,2022-W44,4273,ERVISS
hospital admissions,FR,2022-10-30,2022-W43,6073,ERVISS
hospital admissions,FR,2022-10-23,2022-W42,7577,ERVISS
hospital admissions,FR,2022-10-16,2022-W41,7512,ERVISS
hospital admissions,FR,2022-10-09,2022-W40,6589,ERVISS
hospital admissions,FR,2022-10-02,2022-W39,4824,ERVISS
hospital admissions,FR,2022-09-25,2022-W38,2952,ERVISS
hospital admissions,FR,2022-09-18,2022-W37,2535,ERVISS
hospital admissions,FR,2022-09-11,2022-W36,2468,ERVISS
hospital admissions,FR,2022-09-04,2022-W35,2550,ERVISS
hospital admissions,FR,2022-08-28,2022-W34,3100,ERVISS
hospital admissions,FR,2022-08-21,2022-W33,3588,ERVISS
hospital admissions,FR,2022-08-14,2022-W32,4485,ERVISS
hospital admissions,FR,2022-08-07,2022-W31,5488,ERVISS
hospital admissions,FR,2022-07-31,2022-W30,7440,ERVISS
hospital admissions,FR,2022-07-24,2022-W29,9535,ERVISS
hospital admissions,FR,2022-07-17,2022-W28,9109,ERVISS
hospital admissions,FR,2022-07-10,2022-W27,8670,ERVISS
hospital admissions,FR,2022-07-03,2022-W26,6426,ERVISS
hospital admissions,FR,2022-06-26,2022-W25,4906,ERVISS
hospital admissions,FR,2022-06-19,2022-W24,3402,ERVISS
hospital admissions,FR,2022-06-12,2022-W23,2908,ERVISS
hospital admissions,FR,2022-06-05,2022-W22,2705,ERVISS
hospital admissions,FR,2022-05-29,2022-W21,2616,ERVISS
hospital admissions,FR,2022-05-22,2022-W20,3785,ERVISS
hospital admissions,FR,2022-05-15,2022-W19,5050,ERVISS
hospital admissions,FR,2022-05-08,2022-W18,6309,ERVISS
hospital admissions,FR,2022-05-01,2022-W17,8403,ERVISS
hospital admissions,FR,2022-04-24,2022-W16,9492,ERVISS
hospital admissions,FR,2022-04-17,2022-W15,11182,ERVISS
hospital admissions,FR,2022-04-10,2022-W14,10612,ERVISS
hospital admissions,FR,2022-04-03,2022-W13,9760,ERVISS
hospital admissions,FR,2022-03-27,2022-W12,7669,ERVISS
hospital admissions,FR,2022-03-20,2022-W11,7033,ERVISS
hospital admissions,FR,2022-03-13,2022-W10,6434,ERVISS
hospital admissions,FR,2022-03-06,2022-W09,6239,ERVISS
hospital admissions,FR,2022-02-27,2022-W08,8070,ERVISS
hospital admissions,FR,2022-02-20,2022-W07,11049,ERVISS
hospital admissions,FR,2022-02-13,2022-W06,14377,ERVISS
hospital admissions,FR,2022-02-06,2022-W05,18064,ERVISS
hospital admissions,FR,2022-01-30,2022-W04,18418,ERVISS
hospital admissions,FR,2022-01-23,2022-W03,17696,ERVISS
hospital admissions,FR,2022-01-16,2022-W02,15057,ERVISS
hospital admissions,FR,2022-01-09,2022-W01,13581,ERVISS
hospital admissions,FR,2022-01-02,2021-W52,10448,ERVISS
hospital admissions,FR,2021-12-26,2021-W51,8071,ERVISS
hospital admissions,FR,2021-12-19,2021-W50,8053,ERVISS
hospital admissions,FR,2021-12-12,2021-W49,7640,ERVISS
hospital admissions,FR,2021-12-05,2021-W48,6014,ERVISS
hospital admissions,FR,2021-11-28,2021-W47,4231,ERVISS
hospital admissions,FR,2021-11-21,2021-W46,3090,ERVISS
hospital admissions,FR,2021-11-14,2021-W45,2149,ERVISS
hospital admissions,FR,2021-11-07,2021-W44,1801,ERVISS
hospital admissions,FR,2021-10-31,2021-W43,1634,ERVISS
hospital admissions,FR,2021-10-24,2021-W42,1454,ERVISS
hospital admissions,FR,2021-10-17,2021-W41,1204,ERVISS
hospital admissions,FR,2021-10-10,2021-W40,1284,ERVISS
hospital admissions,FR,2021-10-03,2021-W39,1444,ERVISS
hospital admissions,FR,2021-09-26,2021-W38,1909,ERVISS
hospital admissions,FR,2021-09-19,2021-W37,2378,ERVISS
hospital admissions,FR,2021-09-12,2021-W36,3322,ERVISS
hospital admissions,FR,2021-09-05,2021-W35,3936,ERVISS
hospital admissions,FR,2021-08-29,2021-W34,4873,ERVISS
hospital admissions,FR,2021-08-22,2021-W33,5644,ERVISS
hospital admissions,FR,2021-08-15,2021-W32,4714,ERVISS
hospital admissions,FR,2021-08-08,2021-W31,4312,ERVISS
hospital admissions,FR,2021-08-01,2021-W30,3257,ERVISS
hospital admissions,FR,2021-07-25,2021-W29,1665,ERVISS
hospital admissions,FR,2021-07-18,2021-W28,1052,ERVISS
hospital admissions,FR,2021-07-11,2021-W27,709,ERVISS
hospital admissions,FR,2021-07-04,2021-W26,748,ERVISS
hospital admissions,FR,2021-06-27,2021-W25,893,ERVISS
hospital admissions,FR,2021-06-20,2021-W24,1268,ERVISS
hospital admissions,FR,2021-06-13,2021-W23,1895,ERVISS
hospital admissions,FR,2021-06-06,2021-W22,2631,ERVISS
hospital admissions,FR,2021-05-30,2021-W21,3067,ERVISS
hospital admissions,FR,2021-05-23,2021-W20,4384,ERVISS
hospital admissions,FR,2021-05-16,2021-W19,5219,ERVISS
hospital admissions,FR,2021-05-09,2021-W18,7686,ERVISS
hospital admissions,FR,2021-05-02,2021-W17,10231,ERVISS
hospital admissions,FR,2021-04-25,2021-W16,11810,ERVISS
hospital admissions,FR,2021-04-18,2021-W15,12570,ERVISS
hospital admissions,FR,2021-04-11,2021-W14,13165,ERVISS
hospital admissions,FR,2021-04-04,2021-W13,13068,ERVISS
hospital admissions,FR,2021-03-28,2021-W12,12149,ERVISS
hospital admissions,FR,2021-03-21,2021-W11,10459,ERVISS
hospital admissions,FR,2021-03-14,2021-W10,9330,ERVISS
hospital admissions,FR,2021-03-07,2021-W09,9012,ERVISS
hospital admissions,FR,2021-02-28,2021-W08,9186,ERVISS
hospital admissions,FR,2021-02-21,2021-W07,8867,ERVISS
hospital admissions,FR,2021-02-14,2021-W06,9314,ERVISS
hospital admissions,FR,2021-02-07,2021-W05,10595,ERVISS
hospital admissions,FR,2021-01-31,2021-W04,10523,ERVISS
hospital admissions,FR,2021-01-24,2021-W03,10629,ERVISS
hospital admissions,FR,2021-01-17,2021-W02,9228,ERVISS
hospital admissions,FR,2021-01-10,2021-W01,8470,ERVISS
hospital admissions,FR,2021-01-03,2020-W53,7158,ERVISS
hospital admissions,FR,2020-12-27,2020-W52,7254,ERVISS
hospital admissions,FR,2020-12-20,2020-W51,8319,ERVISS
hospital admissions,FR,2020-12-13,2020-W50,8153,ERVISS
hospital admissions,FR,2020-12-06,2020-W49,8088,ERVISS
hospital admissions,FR,2020-11-29,2020-W48,8626,ERVISS
hospital admissions,FR,2020-11-22,2020-W47,12634,ERVISS
hospital admissions,FR,2020-11-15,2020-W46,16015,ERVISS
hospital admissions,FR,2020-11-08,2020-W45,18502,ERVISS
hospital admissions,FR,2020-11-01,2020-W44,16154,ERVISS
hospital admissions,FR,2020-10-25,2020-W43,11514,ERVISS
hospital admissions,FR,2020-10-18,2020-W42,7070,ERVISS
hospital admissions,FR,2020-10-11,2020-W41,4633,ERVISS
hospital admissions,FR,2020-10-04,2020-W40,3961,ERVISS
hospital admissions,FR,2020-09-27,2020-W39,3842,ERVISS
hospital admissions,FR,2020-09-20,2020-W38,3176,ERVISS
hospital admissions,FR,2020-09-13,2020-W37,2169,ERVISS
hospital admissions,FR,2020-09-06,2020-W36,1544,ERVISS
hospital admissions,FR,2020-08-30,2020-W35,1068,ERVISS
hospital admissions,FR,2020-08-23,2020-W34,946,ERVISS
hospital admissions,FR,2020-08-16,2020-W33,822,ERVISS
hospital admissions,FR,2020-08-09,2020-W32,665,ERVISS
hospital admissions,FR,2020-08-02,2020-W31,628,ERVISS
hospital admissions,FR,2020-07-26,2020-W30,564,ERVISS
hospital admissions,FR,2020-07-19,2020-W29,509,ERVISS
hospital admissions,FR,2020-07-12,2020-W28,503,ERVISS
hospital admissions,FR,2020-07-05,2020-W27,535,ERVISS
hospital admissions,FR,2020-06-28,2020-W26,551,ERVISS
hospital admissions,FR,2020-06-21,2020-W25,616,ERVISS
hospital admissions,DE,2022-10-16,2022-W41,304,ERVISS
hospital admissions,DE,2022-10-09,2022-W40,7004,ERVISS
hospital admissions,DE,2022-10-02,2022-W39,9392,ERVISS
hospital admissions,DE,2022-09-25,2022-W38,7229,ERVISS
hospital admissions,DE,2022-09-18,2022-W37,5080,ERVISS
hospital admissions,DE,2022-09-11,2022-W36,4484,ERVISS
hospital admissions,DE,2022-09-04,2022-W35,4279,ERVISS
hospital admissions,DE,2022-08-28,2022-W34,4914,ERVISS
hospital admissions,DE,2022-08-21,2022-W33,5767,ERVISS
hospital admissions,DE,2022-08-14,2022-W32,6313,ERVISS
hospital admissions,DE,2022-08-07,2022-W31,7421,ERVISS
hospital admissions,DE,2022-07-31,2022-W30,8274,ERVISS
hospital admissions,DE,2022-07-24,2022-W29,10219,ERVISS
hospital admissions,DE,2022-07-17,2022-W28,9754,ERVISS
hospital admissions,DE,2022-07-10,2022-W27,8563,ERVISS
hospital admissions,DE,2022-07-03,2022-W26,7497,ERVISS
hospital admissions,DE,2022-06-26,2022-W25,7139,ERVISS
hospital admissions,DE,2022-06-19,2022-W24,5598,ERVISS
hospital admissions,DE,2022-06-12,2022-W23,4435,ERVISS
hospital admissions,DE,2022-06-05,2022-W22,3521,ERVISS
hospital admissions,DE,2022-05-29,2022-W21,2871,ERVISS
hospital admissions,DE,2022-05-22,2022-W20,3720,ERVISS
hospital admissions,DE,2022-05-15,2022-W19,4492,ERVISS
hospital admissions,DE,2022-05-08,2022-W18,5381,ERVISS
hospital admissions,DE,2022-05-01,2022-W17,5975,ERVISS
hospital admissions,DE,2022-04-24,2022-W16,7008,ERVISS
hospital admissions,DE,2022-04-17,2022-W15,7539,ERVISS
hospital admissions,DE,2022-04-10,2022-W14,9315,ERVISS
hospital admissions,DE,2022-04-03,2022-W13,10356,ERVISS
hospital admissions,DE,2022-03-27,2022-W12,11458,ERVISS
hospital admissions,DE,2022-03-20,2022-W11,11849,ERVISS
hospital admissions,DE,2022-03-13,2022-W10,11608,ERVISS
hospital admissions,DE,2022-03-06,2022-W09,10370,ERVISS
hospital admissions,DE,2022-02-27,2022-W08,10057,ERVISS
hospital admissions,DE,2022-02-20,2022-W07,10501,ERVISS
hospital admissions,DE,2022-02-13,2022-W06,10122,ERVISS
hospital admissions,DE,2022-02-06,2022-W05,10026,ERVISS
hospital admissions,DE,2022-01-30,2022-W04,8624,ERVISS
hospital admissions,DE,2022-01-23,2022-W03,7394,ERVISS
hospital admissions,DE,2022-01-16,2022-W02,5940,ERVISS
hospital admissions,DE,2022-01-09,2022-W01,6070,ERVISS
hospital admissions,DE,2022-01-02,2021-W52,5823,ERVISS
hospital admissions,DE,2021-12-26,2021-W51,6099,ERVISS
hospital admissions,DE,2021-12-19,2021-W50,8082,ERVISS
hospital admissions,DE,2021-12-12,2021-W49,9454,ERVISS
hospital admissions,DE,2021-12-05,2021-W48,10187,ERVISS
hospital admissions,DE,2021-11-28,2021-W47,10491,ERVISS
hospital admissions,DE,2021-11-21,2021-W46,10037,ERVISS
hospital admissions,DE,2021-11-14,2021-W45,8542,ERVISS
hospital admissions,DE,2021-11-07,2021-W44,7292,ERVISS
hospital admissions,DE,2021-10-31,2021-W43,6328,ERVISS
hospital admissions,DE,2021-10-24,2021-W42,4701,ERVISS
hospital admissions,DE,2021-10-17,2021-W41,3539,ERVISS
hospital admissions,DE,2021-10-10,2021-W40,2911,ERVISS
hospital admissions,DE,2021-10-03,2021-W39,2690,ERVISS
hospital admissions,DE,2021-09-26,2021-W38,2602,ERVISS
hospital admissions,DE,2021-09-19,2021-W37,2899,ERVISS
hospital admissions,DE,2021-09-12,2021-W36,3301,ERVISS
hospital admissions,DE,2021-09-05,2021-W35,3234,ERVISS
hospital admissions,DE,2021-08-29,2021-W34,3028,ERVISS
hospital admissions,DE,2021-08-22,2021-W33,2411,ERVISS
hospital admissions,DE,2021-08-15,2021-W32,1764,ERVISS
hospital admissions,DE,2021-08-08,2021-W31,1085,ERVISS
hospital admissions,DE,2021-08-01,2021-W30,848,ERVISS
hospital admissions,DE,2021-07-25,2021-W29,580,ERVISS
hospital admissions,DE,2021-07-18,2021-W28,468,ERVISS
hospital admissions,DE,2021-07-11,2021-W27,373,ERVISS
hospital admissions,DE,2021-07-04,2021-W26,353,ERVISS
hospital admissions,DE,2021-06-27,2021-W25,398,ERVISS
hospital admissions,DE,2021-06-20,2021-W24,566,ERVISS
hospital admissions,DE,2021-06-13,2021-W23,844,ERVISS
hospital admissions,DE,2021-06-06,2021-W22,1202,ERVISS
hospital admissions,DE,2021-05-30,2021-W21,1762,ERVISS
hospital admissions,DE,2021-05-23,2021-W20,2959,ERVISS
hospital admissions,DE,2021-05-16,2021-W19,4139,ERVISS
hospital admissions,DE,2021-05-09,2021-W18,5470,ERVISS
hospital admissions,DE,2021-05-02,2021-W17,6838,ERVISS
hospital admissions,DE,2021-04-25,2021-W16,7659,ERVISS
hospital admissions,DE,2021-04-18,2021-W15,7594,ERVISS
hospital admissions,DE,2021-04-11,2021-W14,7578,ERVISS
hospital admissions,DE,2021-04-04,2021-W13,7126,ERVISS
hospital admissions,DE,2021-03-28,2021-W12,6727,ERVISS
hospital admissions,DE,2021-03-21,2021-W11,5674,ERVISS
hospital admissions,DE,2021-03-14,2021-W10,4907,ERVISS
hospital admissions,DE,2021-03-07,2021-W09,4447,ERVISS
hospital admissions,DE,2021-02-28,2021-W08,4530,ERVISS
hospital admissions,DE,2021-02-21,2021-W07,4690,ERVISS
hospital admissions,DE,2021-02-14,2021-W06,5050,ERVISS
hospital admissions,DE,2021-02-07,2021-W05,6308,ERVISS
hospital admissions,DE,2021-01-31,2021-W04,7321,ERVISS
hospital admissions,DE,2021-01-24,2021-W03,8780,ERVISS
hospital admissions,DE,2021-01-17,2021-W02,9338,ERVISS
hospital admissions,DE,2021-01-10,2021-W01,10726,ERVISS
hospital admissions,DE,2021-01-03,2020-W53,11167,ERVISS
hospital admissions,DE,2020-12-27,2020-W52,11151,ERVISS
hospital admissions,DE,2020-12-20,2020-W51,11885,ERVISS
hospital admissions,DE,2020-12-13,2020-W50,11331,ERVISS
hospital admissions,DE,2020-12-06,2020-W49,10246,ERVISS
hospital admissions,DE,2020-11-29,2020-W48,8981,ERVISS
hospital admissions,DE,2020-11-22,2020-W47,8376,ERVISS
hospital admissions,DE,2020-11-15,2020-W46,7967,ERVISS
hospital admissions,DE,2020-11-08,2020-W45,7187,ERVISS
hospital admissions,DE,2020-11-01,2020-W44,6287,ERVISS
hospital admissions,DE,2020-10-25,2020-W43,4430,ERVISS
hospital admissions,DE,2020-10-18,2020-W42,2717,ERVISS
hospital admissions,DE,2020-10-11,2020-W41,1834,ERVISS
hospital admissions,DE,2020-10-04,2020-W40,1121,ERVISS
hospital admissions,DE,2020-09-27,2020-W39,831,ERVISS
hospital admissions,DE,2020-09-20,2020-W38,754,ERVISS
hospital admissions,DE,2020-09-13,2020-W37,515,ERVISS
hospital admissions,DE,2020-09-06,2020-W36,461,ERVISS
hospital admissions,DE,2020-08-30,2020-W35,399,ERVISS
hospital admissions,DE,2020-08-23,2020-W34,448,ERVISS
hospital admissions,DE,2020-08-16,2020-W33,449,ERVISS
hospital admissions,DE,2020-08-09,2020-W32,403,ERVISS
hospital admissions,DE,2020-08-02,2020-W31,415,ERVISS
hospital admissions,DE,2020-07-26,2020-W30,363,ERVISS
hospital admissions,DE,2020-07-19,2020-W29,329,ERVISS
hospital admissions,DE,2020-07-12,2020-W28,283,ERVISS
hospital admissions,DE,2020-07-05,2020-W27,270,ERVISS
hospital admissions,DE,2020-06-28,2020-W26,296,ERVISS
hospital admissions,DE,2020-06-21,2020-W25,322,ERVISS
hospital admissions,GR,2025-03-30,2025-W13,83,ERVISS
hospital admissions,GR,2025-03-23,2025-W12,90,ERVISS
hospital admissions,GR,2025-03-16,2025-W11,90,ERVISS
hospital admissions,GR,2025-03-09,2025-W10,90,ERVISS
hospital admissions,GR,2025-03-02,2025-W09,153,ERVISS
hospital admissions,GR,2025-02-23,2025-W08,126,ERVISS
hospital admissions,GR,2025-02-16,2025-W07,170,ERVISS
hospital admissions,GR,2025-02-09,2025-W06,188,ERVISS
hospital admissions,GR,2025-02-02,2025-W05,234,ERVISS
hospital admissions,GR,2025-01-26,2025-W04,382,ERVISS
hospital admissions,GR,2025-01-19,2025-W03,418,ERVISS
hospital admissions,GR,2025-01-12,2025-W02,648,ERVISS
hospital admissions,GR,2025-01-05,2025-W01,538,ERVISS
hospital admissions,GR,2024-12-29,2024-W52,515,ERVISS
hospital admissions,GR,2024-12-22,2024-W51,532,ERVISS
hospital admissions,GR,2024-12-15,2024-W50,514,ERVISS
hospital admissions,GR,2024-12-08,2024-W49,632,ERVISS
hospital admissions,GR,2024-12-01,2024-W48,577,ERVISS
hospital admissions,GR,2024-11-24,2024-W47,614,ERVISS
hospital admissions,GR,2024-11-17,2024-W46,531,ERVISS
hospital admissions,GR,2024-11-10,2024-W45,538,ERVISS
hospital admissions,GR,2024-11-03,2024-W44,547,ERVISS
hospital admissions,GR,2024-10-27,2024-W43,538,ERVISS
hospital admissions,GR,2024-10-20,2024-W42,580,ERVISS
hospital admissions,GR,2024-10-13,2024-W41,709,ERVISS
hospital admissions,GR,2024-10-06,2024-W40,613,ERVISS
hospital admissions,GR,2024-09-29,2024-W39,672,ERVISS
hospital admissions,GR,2024-09-22,2024-W38,509,ERVISS
hospital admissions,GR,2024-09-15,2024-W37,595,ERVISS
hospital admissions,GR,2024-09-08,2024-W36,594,ERVISS
hospital admissions,GR,2024-09-01,2024-W35,673,ERVISS
hospital admissions,GR,2024-08-25,2024-W34,815,ERVISS
hospital admissions,GR,2024-08-18,2024-W33,771,ERVISS
hospital admissions,GR,2024-08-11,2024-W32,817,ERVISS
hospital admissions,GR,2024-08-04,2024-W31,833,ERVISS
hospital admissions,GR,2024-07-28,2024-W30,923,ERVISS
hospital admissions,GR,2024-07-21,2024-W29,788,ERVISS
hospital admissions,GR,2024-07-14,2024-W28,669,ERVISS
hospital admissions,GR,2024-07-07,2024-W27,575,ERVISS
hospital admissions,GR,2024-06-30,2024-W26,472,ERVISS
hospital admissions,GR,2024-06-23,2024-W25,487,ERVISS
hospital admissions,GR,2024-06-16,2024-W24,324,ERVISS
hospital admissions,GR,2024-06-09,2024-W23,235,ERVISS
hospital admissions,GR,2024-06-02,2024-W22,153,ERVISS
hospital admissions,GR,2024-05-26,2024-W21,158,ERVISS
hospital admissions,GR,2024-05-19,2024-W20,117,ERVISS
hospital admissions,GR,2024-05-12,2024-W19,78,ERVISS
hospital admissions,GR,2024-05-05,2024-W18,82,ERVISS
hospital admissions,GR,2024-04-28,2024-W17,83,ERVISS
hospital admissions,GR,2024-04-21,2024-W16,81,ERVISS
hospital admissions,GR,2024-04-14,2024-W15,66,ERVISS
hospital admissions,GR,2024-04-07,2024-W14,77,ERVISS
hospital admissions,GR,2024-03-31,2024-W13,79,ERVISS
hospital admissions,GR,2024-03-24,2024-W12,104,ERVISS
hospital admissions,GR,2024-03-17,2024-W11,127,ERVISS
hospital admissions,GR,2024-03-10,2024-W10,143,ERVISS
hospital admissions,GR,2024-03-03,2024-W09,208,ERVISS
hospital admissions,GR,2024-02-25,2024-W08,298,ERVISS
hospital admissions,GR,2024-02-18,2024-W07,300,ERVISS
hospital admissions,GR,2024-02-11,2024-W06,446,ERVISS
hospital admissions,GR,2024-02-04,2024-W05,439,ERVISS
hospital admissions,GR,2024-01-28,2024-W04,546,ERVISS
hospital admissions,GR,2024-01-21,2024-W03,842,ERVISS
hospital admissions,GR,2024-01-14,2024-W02,1162,ERVISS
hospital admissions,GR,2024-01-07,2024-W01,1679,ERVISS
hospital admissions,GR,2023-12-31,2023-W52,1818,ERVISS
hospital admissions,GR,2023-12-24,2023-W51,1496,ERVISS
hospital admissions,GR,2023-12-17,2023-W50,1373,ERVISS
hospital admissions,GR,2023-12-10,2023-W49,1176,ERVISS
hospital admissions,GR,2023-12-03,2023-W48,991,ERVISS
hospital admissions,GR,2023-11-26,2023-W47,838,ERVISS
hospital admissions,GR,2023-11-19,2023-W46,787,ERVISS
hospital admissions,GR,2023-11-12,2023-W45,793,ERVISS
hospital admissions,GR,2023-11-05,2023-W44,781,ERVISS
hospital admissions,GR,2023-10-29,2023-W43,903,ERVISS
hospital admissions,GR,2023-10-22,2023-W42,1065,ERVISS
hospital admissions,GR,2023-10-15,2023-W41,1082,ERVISS
hospital admissions,GR,2023-10-08,2023-W40,974,ERVISS
hospital admissions,GR,2023-10-01,2023-W39,868,ERVISS
hospital admissions,GR,2023-09-24,2023-W38,869,ERVISS
hospital admissions,GR,2023-09-17,2023-W37,733,ERVISS
hospital admissions,GR,2023-09-10,2023-W36,688,ERVISS
hospital admissions,GR,2023-09-03,2023-W35,622,ERVISS
hospital admissions,GR,2023-08-27,2023-W34,629,ERVISS
hospital admissions,GR,2023-08-20,2023-W33,641,ERVISS
hospital admissions,GR,2023-08-13,2023-W32,563,ERVISS
hospital admissions,GR,2023-08-06,2023-W31,469,ERVISS
hospital admissions,GR,2023-07-30,2023-W30,321,ERVISS
hospital admissions,GR,2023-07-23,2023-W29,306,ERVISS
hospital admissions,GR,2023-07-16,2023-W28,226,ERVISS
hospital admissions,GR,2023-07-09,2023-W27,198,ERVISS
hospital admissions,GR,2023-07-02,2023-W26,182,ERVISS
hospital admissions,GR,2023-06-25,2023-W25,211,ERVISS
hospital admissions,GR,2023-06-18,2023-W24,225,ERVISS
hospital admissions,GR,2023-06-11,2023-W23,356,ERVISS
hospital admissions,GR,2023-06-04,2023-W22,486,ERVISS
hospital admissions,GR,2023-05-28,2023-W21,629,ERVISS
hospital admissions,GR,2023-05-21,2023-W20,636,ERVISS
hospital admissions,GR,2023-05-14,2023-W19,557,ERVISS
hospital admissions,GR,2023-05-07,2023-W18,636,ERVISS
hospital admissions,GR,2023-04-30,2023-W17,732,ERVISS
hospital admissions,GR,2023-04-23,2023-W16,813,ERVISS
